	shaking_mean	t00_mean	theta	prob	log2FC	length
HVO_RS03415	NA	NA	NA	NA	NA	191
HVO_RS03495	2479.27188383404	617.459804124497	0.583864998557477	0.838139316320251	2.00549936285129	284
HVO_RS20065	420.996762562819	1201.93761625457	-0.404979813615797	0.716479724101654	-1.5134809740811	485
HVO_RS20150	232.871410557689	345.142752673549	-0.121191748514006	0.155767638443486	-0.567659658941666	1115
HVO_RS20155	184.701550436812	319.262015695565	-0.156624356169055	0.237803405484206	-0.78954494123644	914
HVO_RS12045	66.6509871074219	194.198605291124	-0.27234714913428	0.481746335009914	-1.54283469251292	941
HVO_RS12620	299.016883823238	90.61010081411	0.329927482244449	0.521831569598596	1.72248315807782	557
HVO_RS13065	424.928124055385	1329.46214347273	-0.427929100828344	0.746852855656442	-1.64555195960684	368
HVO_RS13075	NA	NA	NA	NA	NA	632
HVO_RS13570	317.088399818805	124.221454870588	0.242914324976491	0.385437812678494	1.35197072996277	1799
HVO_RS13900	74.9123761513257	143.630908451751	-0.199521022960971	0.335756664737007	-0.939090252525744	1568
HVO_RS14410	29.9847033577098	448.054598690867	-0.647327595809705	0.911050701991536	-3.9013759405813	803
HVO_RS14555	502.160298675578	637.750149632646	-0.0786206663423729	0.0723420233487049	-0.344843360199296	1079
HVO_RS20240	271.504476673467	366.164903967543	-0.0912612092476869	0.0943500713011298	-0.431517532930327	1418
HVO_RS15595	126.663441372528	423.474156462138	-0.336707740102459	0.600747449633401	-1.74127374603651	1157
HVO_RS15620	194.859723492361	830.585870030218	-0.449193049428827	0.77005532260653	-2.09169340504116	500
HVO_RS16300	410.533669942596	1173.63167186529	-0.393540799232607	0.69929881330802	-1.51540725482888	416
HVO_RS16580	975.099359794578	449.597500830866	0.271207375992291	0.438342291160135	1.11691521669037	869
HVO_RS16585	740.979111419962	351.468082734661	0.247892841233796	0.395423002377273	1.07603919052594	1145
HVO_RS17290	13.2939003350389	250.793258602304	-0.670061231312859	0.920492404693113	-4.23766222037491	1220
HVO_RS18275	7951.58103704623	10733.6057476874	-0.167860122362231	0.264127203938475	-0.432821153595416	218
HVO_RS11115	898.657737819015	1757.56493774681	-0.307472694852398	0.546928620694104	-0.967734332754954	389
HVO_RS10905	648.516652450915	60.3545578129915	0.606808317759744	0.851261739432344	3.42560899148567	731
HVO_RS10150	27.016594428876	179.885034395215	-0.436558826278042	0.75681451391396	-2.73515743339415	2273
HVO_RS09760	1279.15138531331	518.453904006294	0.304976518605307	0.489668854105755	1.30289938561905	680
HVO_RS06910	250.411510448875	1882.38602752037	-0.668250459850667	0.919821895972188	-2.910189732931	206
HVO_RS06800	7796.27058077519	5410.33386551875	0.366697984740774	0.567021951512719	0.527066538408493	164
HVO_RS06545	38.6881111024826	1576.23145885856	-1.05156805348077	0.833106725849936	-5.34844529730825	233
HVO_RS06285	689.611416739521	351.012333927702	0.259169618419793	0.416989152867586	0.974261933836341	938
HVO_RS04825	1125.09551300156	627.467517798774	0.258975245802414	0.416630151486416	0.84243479978781	860
HVO_RS04920	60.6722856174418	49.7821104717004	0.0588466654418	0.0220286265475131	0.285410267427697	1043
HVO_RS04925	759.23460533386	156.994847508733	0.437363084287235	0.665064856574282	2.27382853942218	875
HVO_RS04930	2685.05559819583	1639.85645741051	0.268592789846855	0.433851238656034	0.711382425699098	179
HVO_RS04940	102.329683487233	99.5631173337282	0.00987235683291009	0	0.0395413913348068	1217
HVO_RS05635	912.431269060624	2524.49365997452	-0.521883277185465	0.828314589198787	-1.46820626036851	269
HVO_RS05640	221.684602516735	968.622343311439	-0.449919331927265	0.770771569832403	-2.12742571328541	407
HVO_RS20265	456.052123679274	365.705131481516	0.0967039894889933	0.0702271865875677	0.318517853766614	1232
HVO_RS12745	142.839004133553	674.30372701263	-0.449011969535644	0.769876241742035	-2.23900859108089	650
HVO_RS13530	NA	NA	NA	NA	NA	1127
HVO_RS20415	NA	NA	NA	NA	NA	335
HVO_RS20390	73.8693513122688	202.305673919501	-0.255300987508401	0.449422138577304	-1.45348896896345	2507
HVO_RS19435	169.497539611254	421.841311036099	-0.26342335997065	0.464915038083866	-1.31543605390192	1166
HVO_RS19465	116.20964837188	208.716053036079	-0.156386887432528	0.237244864588875	-0.844811712883722	1154
HVO_RS19470	706.706129356785	231.165117350982	0.358695606356983	0.557056319670932	1.61218670911972	554
HVO_RS19545	166.988505530655	128.393667380068	0.0706251320233739	0.0342241880724851	0.379174752046325	1190
HVO_RS19360	916.04076691061	118.352573826282	0.646850281380071	0.866231279769695	2.95232072369748	899
