locus_tag	t00_mean	t08_mean	theta	prob	log2FC	length.x	P	wp	dbxref	ncbi_id	genomic_accession	feature	start	stop	strand	gene	gbkey	gene_biotype	old_locus_tag.x	length.y	protein	old_locus_tag.y	kegg1	kegg2	kegg3	gene_id	gene_description	kegg_id	kegg_gene	kegg_description	enzyme	keggidprot	Gene.Name	Species	EC_NUMBER	GOTERM_BP_DIRECT	GOTERM_CC_DIRECT	GOTERM_MF_DIRECT	INTERPRO	KEGG_PATHWAY	OFFICIAL_GENE_SYMBOL	PFAM	PIR_SUPERFAMILY	SMART	UP_KEYWORDS	chr	arCOG_name	E.value	score	arCOG_familiy	Gene_name	Description	HVO	EFFECTSIZE
HVO_RS01330	82.5452474906348	11.1299837566778	0.607843863542394	0.971085179643356	2.89073366776065	1706	0.0289148203566435	WP_004041265.1	8919373	lcl|NC_013964.1_cds_WP_004041265.1_357	NC_013964.1	gene	325629	327335	+	356	Gene	protein_coding	HVO_B0273	1706	histidine kinase	HVO_B0273	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA: 	histidine kinase(HVO_RS01330)	Haloferax volcanii DS2			GO:0005622~intracellular,GO:0016021~integral component of membrane	GO:0000155~phosphorelay sensor kinase activity	IPR000014:PAS domain,IPR003594:Histidine kinase-like ATPase, ATP-binding domain,IPR003661:Signal transduction histidine kinase, subgroup 1, dimerisation/phosphoacceptor domain,IPR004358:Signal transduction histidine kinase-related protein, C-terminal,IPR005467:Signal transduction histidine kinase, core,IPR013656:PAS fold-4		HVO_RS01330	PF00512:His Kinase A (phospho-acceptor) domain,PF02518:Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase,PF08448:PAS fold		SM00387:HATPase_c,SM00388:HisKA	Complete proteome,Kinase,Membrane,Plasmid,Reference proteome,Transferase,Transmembrane,Transmembrane helix,	pHV3	arCOG06219	1.4e-74	248.7	T	-	Signal transduction histidine kinase	HVO_B0273	2.89073366776065
HVO_RS01710	41.697341489227	3.75654429581219	0.715950816389398	0.977913328604424	3.47247738501515	2303	0.0220866713955764	WP_004041187.1	8919286	lcl|NC_013964.1_cds_WP_004041187.1_434	NC_013964.1	gene	408141	410444	-	433	Gene	protein_coding	HVO_B0354	2303	hypothetical protein	HVO_B0354	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA: 	hypothetical protein(HVO_RS01710)	Haloferax volcanii DS2					IPR001646:Pentapeptide repeat,IPR013099:Ion transport 2		HVO_RS01710	PF07885:Ion channel,PF13576:Pentapeptide repeats (9 copies)			Complete proteome,Plasmid,Reference proteome,	pHV3	arCOG03128	2.7e-122	407.4	S	-	Pentapeptide repeats containing protein	HVO_B0354	3.47247738501515
HVO_RS01720	326.059736089708	19.7260129306047	0.947562608605946	0.983457816581165	4.0469650093808	524	0.0165421834188348	WP_004041182.1	8919103	lcl|NC_013964.1_cds_WP_004041182.1_437	NC_013964.1	gene	411652	412176	-	436	Gene	protein_coding	HVO_B0356	524	hypothetical protein	HVO_B0356	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA: 	hypothetical protein(HVO_RS01720)	Haloferax volcanii DS2							HVO_RS01720				Complete proteome,Plasmid,Reference proteome,	pHV3	arCOG06376	6.5e-72	238.6	S	-	Uncharacterized protein	HVO_B0356	4.0469650093808
HVO_RS01955	230.422107899777	41.5467679887497	0.564750408556486	0.964869403190875	2.47147098694923	704	0.0351305968091254	WP_004043418.1	8923520	lcl|NC_013966.1_cds_WP_004043418.1_484	NC_013966.1	gene	22306	23010	+	483	Gene	protein_coding	HVO_A0020	704	hypothetical protein	HVO_A0020	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA: 	hypothetical protein(HVO_RS01955)	Haloferax volcanii DS2			GO:0016021~integral component of membrane				HVO_RS01955				Complete proteome,Membrane,Plasmid,Reference proteome,Transmembrane,Transmembrane helix,	pHV4	arCOG10633	1e-121	402.5	S	-	Uncharacterized membrane protein	HVO_A0020	2.47147098694923
HVO_RS01960	746.98413835794	218.449215015712	0.848063856318858	0.9782068170242	1.77377968725149	395	0.0217931829757998	WP_004043417.1	8923434	lcl|NC_013966.1_cds_WP_004043417.1_485	NC_013966.1	gene	23099	23494	-	484	Gene	protein_coding	HVO_A0021	395	hypothetical protein	HVO_A0021	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA: 	hypothetical protein(HVO_RS01960)	Haloferax volcanii DS2							HVO_RS01960				Complete proteome,Plasmid,Reference proteome,	pHV4	arCOG10820	6.8e-51	169.5	S	-	Uncharacterized protein	HVO_A0021	1.77377968725149
HVO_RS01970	1153.79271500386	694.538413161575	0.334147228581624	0.861596566048018	0.732257666090914	167	0.138403433951982	WP_004043415.1	8923744	lcl|NC_013966.1_cds_WP_004043415.1_487	NC_013966.1	gene	24692	24859	-	486	Gene	protein_coding	HVO_A0023	167	hypothetical protein	HVO_A0023	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA: 	hypothetical protein(HVO_RS01970)	Haloferax volcanii DS2					IPR009072:Histone-fold		HVO_RS01970				Complete proteome,Plasmid,Reference proteome,	pHV4	arCOG02989	9.7e-24	81.2	L	HHT1	Histones H3 and H4	HVO_A0023	0.732257666090914
HVO_RS02040	854.065942486417	1142.84132612233	-0.226563681942718	0.56740062002056	-0.420205741584096	425	0.43259937997944	WP_004043402.1	8923403	lcl|NC_013966.1_cds_WP_004043402.1_500	NC_013966.1	gene	34050	34475	+	499	Gene	protein_coding	HVO_A0036	425	transcriptional regulator	HVO_A0036	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA: 	transcriptional regulator(HVO_RS02040)	Haloferax volcanii DS2					IPR011991:Winged helix-turn-helix DNA-binding domain		HVO_RS02040	PF12840:Helix-turn-helix domain			Complete proteome,Plasmid,Reference proteome,	pHV4	arCOG03065	2e-40	135.2	K	ArsR	Transcriptional regulator containing HTH domain, ArsR family	HVO_A0036	-0.420205741584096
HVO_RS02045	980.252803141788	593.759327522975	0.4292448289294	0.932879328310259	0.723275590105971	302	0.0671206716897409	WP_004043401.1	8923760	lcl|NC_013966.1_cds_WP_004043401.1_501	NC_013966.1	gene	34478	34780	+	500	Gene	protein_coding	HVO_A0037	302	hypothetical protein	HVO_A0037	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA: 	hypothetical protein(HVO_RS02045)	Haloferax volcanii DS2			GO:0016021~integral component of membrane				HVO_RS02045				Complete proteome,Membrane,Plasmid,Reference proteome,Transmembrane,Transmembrane helix,	pHV4	arCOG03915	1.1e-19	68.2	S	-	Uncharacterized membrane protein	HVO_A0037	0.723275590105971
HVO_RS02130	189.171587593637	27.2326075683985	0.621687678509579	0.9722440116676	2.79628838643859	821	0.0277559883323999	WP_004043378.1	8923410	lcl|NC_013966.1_cds_WP_004043378.1_521	NC_013966.1	gene	48734	49555	+	520	Gene	protein_coding	HVO_A0057	821	IS5 family transposase ISHvo2	HVO_A0057	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA: 	IS5 family transposase(HVO_RS02130)	Haloferax volcanii DS2		GO:0006313~transposition, DNA-mediated		GO:0003677~DNA binding,GO:0004803~transposase activity	IPR002559:Transposase, IS4-like		HVO_RS02130	PF01609:Transposase DDE domain			Complete proteome,Plasmid,Reference proteome,	pHV4	arCOG02751	7.4e-71	236.7	X	-	Transposase, IS5 family	HVO_A0057	2.79628838643859
HVO_RS02165	72.444004090897	10.4186349327082	0.651310778059651	0.974539391188015	2.79770002281579	1499	0.0254606088119852	WP_013035182.1	8923812	lcl|NC_013966.1_cds_WP_013035182.1_529	NC_013966.1	gene	55398	56897	-	528	Gene	protein_coding	HVO_A0064	1499	cell division control protein Cdc6	HVO_A0064	Brite Hierarchies	Protein families: genetic information processing	DNA replication proteins 	orc13	Orc1-type DNA replication protein	K10725	cdc6A	 archaeal cell division control protein 6		K10725: 	cell division control protein Cdc6(HVO_RS02165)	Haloferax volcanii DS2							HVO_RS02165,					pHV4	arCOG00471	1.4e-181	601.9	L	CDC6	Orc1/Cdc6-related protein, AAA superfamily ATPase	HVO_A0064	2.79770002281579
HVO_RS02380	251.897567860073	366.027091186645	-0.256581663777656	0.653255557870772	-0.539113239794469	1166	0.346744442129228	WP_013035157.1	8923597	lcl|NC_013966.1_cds_WP_013035157.1_574	NC_013966.1	gene	110914	112080	-	573	Gene	protein_coding	HVO_A0110	1166	IS4 family transposase	HVO_A0110	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA: 	IS4 family transposase(HVO_RS02380)	Haloferax volcanii DS2							HVO_RS02380,					pHV4	arCOG06380	5e-79	262	X	-	Transposase		-0.539113239794469
HVO_RS02455	12674.9191117612	41792.3961181878	-1.40213050346842	0.994679777692613	-1.72126393593514	878	0.00532022230738738	WP_013035207.1	8923468	lcl|NC_013966.1_cds_WP_013035207.1_593	NC_013966.1	gene	130759	131637	-	592	Gene	protein_coding	HVO_A0133	878	Tat (twin-arginine translocation) pathway signal sequence domain protein	HVO_A0133	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA: 	Tat (twin-arginine translocation) pathway signal sequence domain protein(HVO_RS02455)	Haloferax volcanii DS2					IPR006311:Twin-arginine translocation pathway, signal sequence		HVO_RS02455				Complete proteome,Plasmid,Reference proteome,	pHV4	arCOG10635	3.1e-17	60.4	S	-	Uncharacterized membrane protein	HVO_A0133	-1.72126393593514
HVO_RS02480	206.347210534747	92.8600354588031	0.313237824573711	0.841167774675651	1.15194419876661	611	0.158832225324349	WP_004043070.1	8923237	lcl|NC_013966.1_cds_WP_004043070.1_601	NC_013966.1	gene	136233	136844	-	600	Gene	protein_coding	HVO_A0140	611	phosphohydrolase	HVO_A0140	Not Included in Pathway or Brite	Poorly characterized	General function prediction only		HD family hydrolase	K07023	K07023	putative hydrolases of HD superfamily		K07023: 	phosphohydrolase(HVO_RS02480)	Haloferax volcanii DS2					IPR003607:HD/PDEase domain,IPR006674:HD domain		HVO_RS02480	PF13023:HD domain		SM00471:HDc	Complete proteome,Plasmid,Reference proteome,	pHV4	arCOG01858	0.022	12	R	-	Predicted HD superfamily hydrolase	HVO_A0140	1.15194419876661
HVO_RS02535	143.289863137731	85.2162508377747	0.185478055304711	0.541051394679685	0.749736066136337	1169	0.458948605320315	WP_013035042.1	8923328	lcl|NC_013966.1_cds_WP_013035042.1_612	NC_013966.1	gene	149297	150466	+	611	Gene	protein_coding	HVO_A0151	1169	IS4 family transposase	HVO_A0151	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA: 	IS4 family transposase(HVO_RS02535)	Haloferax volcanii DS2							HVO_RS02535				Complete proteome,Plasmid,Reference proteome,	pHV4	arCOG06380	5.1e-81	268.5	X	-	Transposase	HVO_A0151	0.749736066136337
HVO_RS02940	380.858159893075	314.819167387735	0.0977871006228591	0.237653715115236	0.274730425527363	527	0.762346284884764	WP_004043162.1	8923593	lcl|NC_013966.1_cds_WP_004043162.1_698	NC_013966.1	gene	247481	248008	-	697	Gene	protein_coding	HVO_A0245	527	hypothetical protein	HVO_A0245	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA: 	hypothetical protein(HVO_RS02940)	Haloferax volcanii DS2					IPR011991:Winged helix-turn-helix DNA-binding domain		HVO_RS02940				Complete proteome,Plasmid,Reference proteome,	pHV4	arCOG02776	1.7e-65	217.9	K	ArsR	Transcriptional regulator containing HTH domain, ArsR family	HVO_A0245	0.274730425527363
HVO_RS02965	812.066713582719	321.029100479369	0.636433701942964	0.973344241509113	1.33889417381988	374	0.0266557584908869	WP_013035110.1	8923659	lcl|NC_013966.1_cds_WP_013035110.1_703	NC_013966.1	gene	252951	253325	-	702	Gene	protein_coding	HVO_A0251	374	MarR family transcriptional regulator	HVO_A0251	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA: 	MarR family transcriptional regulator(HVO_RS02965)	Haloferax volcanii DS2		GO:0006355~regulation of transcription, DNA-templated		GO:0003677~DNA binding	IPR005471:Transcription regulator IclR, N-terminal,IPR011991:Winged helix-turn-helix DNA-binding domain		HVO_RS02965	PF09339:IclR helix-turn-helix domain			Complete proteome,Plasmid,Reference proteome,	pHV4	arCOG02749	1.4e-28	97.1	K	-	Transcriptional regulator, TrmB family	HVO_A0251	1.33889417381988
HVO_RS03005	148.125541223669	59.8988539983984	0.301032650565369	0.826997654560331	1.30622011901832	1166	0.173002345439669	WP_013035158.1	8923592	lcl|NC_013966.1_cds_WP_013035158.1_713	NC_013966.1	gene	264290	265456	+	712	Gene	protein_coding	HVO_A0262	1166	IS4 family transposase	HVO_A0262	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA: 	IS4 family transposase(HVO_RS03005)	Haloferax volcanii DS2							HVO_RS03005				Complete proteome,Plasmid,Reference proteome,	pHV4	arCOG06380	3.8e-79	262.4	X	-	Transposase	HVO_A0262	1.30622011901832
HVO_RS03085	466.277427144421	1489.52951279175	-0.8282256252791	0.963465986656861	-1.67559621422395	317	0.0365340133431389	WP_013035094.1	8923483	lcl|NC_013966.1_cds_WP_013035094.1_730	NC_013966.1	gene	287605	287922	-	729	Gene	protein_coding	HVO_A0279A	317	DNA-directed RNA polymerase subunit M	HVO_A0279A	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA: 	DNA-directed RNA polymerase subunit M(HVO_RS03085)	Haloferax volcanii DS2		GO:0006351~transcription, DNA-templated		GO:0003899~DNA-directed RNA polymerase activity	IPR001529:DNA-directed RNA polymerase, M/15kDa subunit,IPR019761:DNA-directed RNA polymerase M, 15kDa subunit, conserved site		HVO_RS03085	PF02150:RNA polymerases M/15 Kd subunit		SM00661:RPOL9	Complete proteome,DNA-directed RNA polymerase,Plasmid,Reference proteome,Transcription,	pHV4	arCOG00579	1.4e-12	46	K	RPB9	DNA-directed RNA polymerase, subunit M/Transcription elongation factor TFIIS	HVO_A0279A	-1.67559621422395
HVO_RS03305	276.141548353574	20.8206513570874	0.807734831800065	0.972154117751656	3.72932086466317	581	0.0278458822483436	WP_004043238.1	8923711	lcl|NC_013966.1_cds_WP_004043238.1_777	NC_013966.1	gene	334054	334635	+	776	Gene	protein_coding	HVO_A0324	581	hypothetical protein	HVO_A0324	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA: 	hypothetical protein(HVO_RS03305)	Haloferax volcanii DS2							HVO_RS03305				Complete proteome,Plasmid,Reference proteome,	pHV4	arCOG09074	3.9e-35	119.3	S	-	Uncharacterized protein	HVO_A0324	3.72932086466317
HVO_RS03490	145.376613365751	77.0224487623226	0.227790538986635	0.673905478574879	0.916444306231657	1166	0.326094521425121	WP_013035191.1	8923768	lcl|NC_013966.1_cds_WP_013035191.1_819	NC_013966.1	gene	378291	379457	-	818	Gene	protein_coding	HVO_A0367	1166	IS4 family transposase	HVO_A0367	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA: 	IS4 family transposase(HVO_RS03490)	Haloferax volcanii DS2							HVO_RS03490,					pHV4	arCOG06380	3.5e-80	265.8	X	-	Transposase		0.916444306231657
HVO_RS03500	303.523958393775	743.442475712466	-0.465010579999887	0.926793501381201	-1.29241071841486	296	0.0732064986187989	WP_013035021.1	8923339	lcl|NC_013966.1_cds_WP_013035021.1_821	NC_013966.1	gene	379843	380139	-	820	Gene	protein_coding	HVO_A0369	296	CopG family transcriptional regulator	HVO_A0369	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA: 	CopG family transcriptional regulator(HVO_RS03500)	Haloferax volcanii DS2		GO:0006355~regulation of transcription, DNA-templated			IPR010985:Ribbon-helix-helix,IPR013321:Arc-type ribbon-helix-helix		HVO_RS03500				Complete proteome,Plasmid,Reference proteome,	pHV4	arCOG01010	3.2e-32	108.1	V	StbD	Antitoxin (DNA-binding domain) of toxin-antitoxin stability system	HVO_A0369	-1.29241071841486
HVO_RS03550	31.8165625479504	54.2474461278662	-0.19456484925593	0.461685015315645	-0.769777243928836	1019	0.538314984684355	WP_013035096.1	8923407	lcl|NC_013966.1_cds_WP_013035096.1_832	NC_013966.1	gene	392914	393933	+	831	Gene	protein_coding	HVO_A0381	1019	peptide ABC transporter	HVO_A0381	Brite Hierarchies	Protein families: signaling and cellular processes	Transporters 	dppB8	ABC-type transport system permease protein (probable substrate dipeptide/oligopeptide)	K02033	ABC.PE.P	 peptide/nickel transport system permease protein		K02033: 	peptide ABC transporter(HVO_RS03550)	Haloferax volcanii DS2		GO:0006810~transport	GO:0005886~plasma membrane,GO:0016021~integral component of membrane		IPR000515:Binding-protein-dependent transport systems inner membrane component		HVO_RS03550	PF00528:Binding-protein-dependent transport system inner membrane component			Complete proteome,Membrane,Plasmid,Reference proteome,Transmembrane,Transmembrane helix,Transport,	pHV4	arCOG00751	4.3e-85	283.5	E	DppB	ABC-type dipeptide/oligopeptide/nickel transport system, permease component	HVO_A0381	-0.769777243928836
HVO_RS03550	31.8165625479504	54.2474461278662	-0.19456484925593	0.461685015315645	-0.769777243928836	1019	0.538314984684355	WP_013035096.1	8923407	lcl|NC_013966.1_cds_WP_013035096.1_832	NC_013966.1	gene	392914	393933	+	831	Gene	protein_coding	HVO_A0381	1019	peptide ABC transporter	HVO_A0381	Cellular Processes	Cellular community - prokaryotes	Quorum sensing 	dppB8	ABC-type transport system permease protein (probable substrate dipeptide/oligopeptide)	K02033	ABC.PE.P	 peptide/nickel transport system permease protein		K02033: 	peptide ABC transporter(HVO_RS03550)	Haloferax volcanii DS2		GO:0006810~transport	GO:0005886~plasma membrane,GO:0016021~integral component of membrane		IPR000515:Binding-protein-dependent transport systems inner membrane component		HVO_RS03550	PF00528:Binding-protein-dependent transport system inner membrane component			Complete proteome,Membrane,Plasmid,Reference proteome,Transmembrane,Transmembrane helix,Transport,	pHV4	arCOG00751	4.3e-85	283.5	E	DppB	ABC-type dipeptide/oligopeptide/nickel transport system, permease component	HVO_A0381	-0.769777243928836
HVO_RS03695	155.663113226392	197.18101564433	-0.121304774061334	0.197674659511367	-0.341093541331963	683	0.802325340488633	WP_013035218.1	8923726	lcl|NC_013966.1_cds_WP_013035218.1_864	NC_013966.1	gene	420828	421511	+	863	Gene	protein_coding	HVO_A0415	683	cyclase	HVO_A0415	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA: 	cyclase(HVO_RS03695)	Haloferax volcanii DS2		GO:0019441~tryptophan catabolic process to kynurenine		GO:0004061~arylformamidase activity	IPR007325:Putative cyclase		HVO_RS03695	PF04199:Putative cyclase			Complete proteome,Plasmid,Reference proteome,	pHV4	arCOG02462	4.1e-39	132.3	E	-	Kynurenine formamidase	HVO_A0415	-0.341093541331963
HVO_RS03835	187.98499516348	112.288270289938	0.248697662473813	0.729937258385576	0.743410280854119	1166	0.270062741614424	WP_013035066.1	8923698	lcl|NC_013966.1_cds_WP_013035066.1_901	NC_013966.1	gene	456445	457611	-	900	Gene	protein_coding	HVO_A0449	1166	IS4 family transposase	HVO_A0449	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA: 	IS4 family transposase(HVO_RS03835)	Haloferax volcanii DS2							HVO_RS03835,					pHV4	arCOG06380	1.4e-80	267.1	X	-	Transposase		0.743410280854119
