Row.names	de00	de02	de04	de08	de24	old	new	prot	gene_name	arcog
lcl|NC_013967.1_cds_WP_004044292.1_1689	0.714759458	-0.054219528	-0.274124753	0.079725262	-0.190742878	HVO_0644	HVO_RS07800	citramalate synthase	leuA1/cimA2	arCOG02092
lcl|NC_013967.1_cds_WP_004057907.1_1558	-1.094793979	-0.581951095	-1.54294641	-1.768389734	-2.326528021	HVO_0498	HVO_RS07110	cold-shock protein	cspA2/cmi9	arCOG02984
lcl|NC_013966.1_cds_WP_004040840.1_938	-1.412922978	-1.821033036	-1.691580787	-1.269244292	-0.405540608	HVO_A0487	HVO_RS04015	"cobyrinic acid a,c-diamide synthase"	cbiA	arCOG00106
lcl|NC_013964.1_cds_WP_004041096.1_145	-0.743107854	-0.717355766	0.127963324	1.319725581	1.187485027	HVO_B0058	HVO_RS00280	cobalt-precorrin-2 C(20)-methyltransferase	cbiH1	arCOG00647
lcl|NC_013964.1_cds_WP_004041097.1_144	-0.325276104	-0.194711502	0.755292263	1.775016282	1.829912678	HVO_B0057	HVO_RS00275	precorrin-3B C(17)-methyltransferase	cbiH2	arCOG00647
lcl|NC_013966.1_cds_WP_004040841.1_939	-0.782190262	-0.218103807	-0.106258821	-0.501557153	-0.123216964	HVO_A0488	HVO_RS04020	cob(I)alamin adenosyltransferase	cobA	arCOG04678
lcl|NC_013966.1_cds_WP_004040909.1_1000	-0.857840879	-0.096953693	-0.500486528	-0.734228387	-0.624364058	HVO_A0553	HVO_RS04315	cobyric acid synthase CobQ	cbiP	arCOG00105
lcl|NC_013967.1_cds_WP_004044579.1_1410	2.168172845	1.963465153	2.051120722	2.987165661	NA	HVO_0342	HVO_RS06350	chromosome condensation protein CrcB	crcB1	arCOG04701
lcl|NC_013967.1_cds_WP_004044578.1_1411	NA	3.974726186	3.805421451	NA	2.459320385	HVO_0343	HVO_RS06355	camphor resistance protein CrcB	crcB2	arCOG04701
lcl|NC_013966.1_cds_WP_004043127.1_661	0.47314927	0.749591529	1.819190178	1.572683008	0.686944405	HVO_A0207	HVO_RS02765	type I-B CRISPR-associated protein Cas7/Csh2	cas7	arCOG02757
lcl|NC_013967.1_cds_WP_013035656.1_3052	1.159884891	4.559870785	3.552431193	3.536158319	3.243510397	HVO_2072	HVO_RS14660	major cell surface glycoprotein	csg	arCOG01144
lcl|NC_013967.1_cds_WP_004044024.1_1945	0.523403175	1.512192089	1.854531959	1.179597919	1.032866506	HVO_0915	HVO_RS09085	archaeosortase A	artA	arCOG04471
lcl|NC_013967.1_cds_WP_004043635.1_2318	-0.278339895	-1.768082382	-1.679327999	-2.148330588	-1.148765515	HVO_1302	HVO_RS10970	DNA polymerase IV	polY	arCOG04582
lcl|NC_013967.1_cds_WP_004044023.1_1946	-0.601467336	-1.056589281	-0.958768982	-1.737855068	-0.540983655	HVO_0916	HVO_RS09090	diphthine synthase	dph5	arCOG04161
lcl|NC_013964.1_cds_WP_004041353.1_268	-0.87175338	2.022858043	1.19194174	0.669313708	0.106535526	HVO_B0182	HVO_RS00895	deoxyhypusine synthase	dhs2	arCOG04142
lcl|NC_013967.1_cds_WP_004042995.1_3717	0.108242098	0.989956873	0.425334323	0.283085288	0.013687394	HVO_2752	HVO_RS18000	elongation factor 1-beta	tef1b	arCOG01988
lcl|NC_013967.1_cds_WP_004044114.1_1857	-0.428208305	-0.075498288	-0.364982177	0.319191966	0.544559816	HVO_0822	HVO_RS08645	NAD(P)-dependent glycerol-1-phosphate dehydrogenase	gldA	arCOG00982
lcl|NC_013967.1_cds_WP_004045248.1_1211	0.832214735	1.304381238	0.87306334	0.89115738	0.971573648	HVO_0136	HVO_RS05360	translation initiation factor 1A	tif1A1	arCOG01179
lcl|NC_013966.1_cds_WP_013035036.1_1079	0.242493001	-1.167027217	-1.414706316	-1.183624618	-1.097411321	HVO_A0637	HVO_RS04705	translation initiation factor 1A	tif1A2	arCOG01179
lcl|NC_013967.1_cds_WP_004044236.1_1741	0.035875117	2.554101186	1.391114496	0.830531607	0.626675894	HVO_0699	HVO_RS08060	translation initiation factor IF-2 subunit alpha	tif2a	arCOG04107
lcl|NC_013967.1_cds_WP_004041782.1_2882	-0.190454449	0.513636527	-0.462600866	-0.575167835	-0.855391802	HVO_1901	HVO_RS13820	translation initiation factor IF-2 subunit gamma	tif2c	arCOG01563
lcl|NC_013967.1_cds_WP_004042193.1_3276	0.155655661	2.629100086	2.18528303	1.591210853	1.064221659	HVO_2300	HVO_RS15770	translation initiation factor IF-5A	tif5A	arCOG04277
lcl|NC_013967.1_cds_WP_004045218.1_1192	-0.443170079	1.406428369	0.42354428	0.095824076	0.707881287	HVO_0117	HVO_RS05260	translation initiation factor IF-6	tif6	arCOG04176
lcl|NC_013967.1_cds_WP_004044518.1_1469	-0.836695563	-0.248266527	-0.574449916	-0.426855315	-0.623695698	HVO_0406	HVO_RS06655	RNA-binding protein	aubA	arCOG04307
lcl|NC_013967.1_cds_WP_004043489.1_2458	-0.52707884	-0.435121993	-0.328948716	-0.402310913	0.478116513	HVO_1446	HVO_RS11680	fructose-bisphosphatase class I	fbp1	arCOG04603
lcl|NC_013967.1_cds_WP_004043489.1_2458	-0.52707884	-0.435121993	-0.328948716	-0.402310913	0.478116513	HVO_1446	HVO_RS11680	fructose-bisphosphatase class I	fbp1	arCOG04603
lcl|NC_013967.1_cds_WP_004043489.1_2458	-0.52707884	-0.435121993	-0.328948716	-0.402310913	0.478116513	HVO_1446	HVO_RS11680	fructose-bisphosphatase class I	fbp1	arCOG04603
lcl|NC_013967.1_cds_WP_004043489.1_2458	-0.52707884	-0.435121993	-0.328948716	-0.402310913	0.478116513	HVO_1446	HVO_RS11680	fructose-bisphosphatase class I	fbp1	arCOG04603
lcl|NC_013967.1_cds_WP_004042014.1_3109	0.427320313	-1.011876556	-0.777123573	-0.782611826	-0.812005202	HVO_2131	HVO_RS14940	fructose-bisphosphatase class I	fbp2	arCOG04603
lcl|NC_013967.1_cds_WP_004044689.1_3830	0.796091329	1.314914279	0.657338305	0.340523676	0.386617434	HVO_2873	HVO_RS18590	flap endonuclease-1	fen1	arCOG04050
lcl|NC_013967.1_cds_WP_004044689.1_3830	0.796091329	1.314914279	0.657338305	0.340523676	0.386617434	HVO_2873	HVO_RS18590	flap endonuclease-1	fen1	arCOG04050
lcl|NC_013967.1_cds_WP_004044689.1_3830	0.796091329	1.314914279	0.657338305	0.340523676	0.386617434	HVO_2873	HVO_RS18590	flap endonuclease-1	fen1	arCOG04050
lcl|NC_013967.1_cds_WP_004044900.1_3946	-0.576995956	0.591376721	0.363667104	-0.283341463	-0.384232486	HVO_2995	HVO_RS19195	ferredoxin	fdx	arCOG02844
lcl|NC_013967.1_cds_WP_004042951.1_3696	-1.043813656	-1.541189415	-1.077046393	-1.369670732	-0.412964039	HVO_2731	HVO_RS17895	electron transfer flavoprotein subunit alpha	etfA2	arCOG00448
lcl|NC_013967.1_cds_WP_013035393.1_3695	-0.688523381	-0.438542021	-0.833418221	-1.25039238	-1.005714749	HVO_2730	HVO_RS17890	electron transfer flavoprotein subunit beta	etfB2	arCOG00446
lcl|NC_013967.1_cds_WP_004041559.1_2671	1.79616912	0.267682642	0.047585933	1.022975347	0.3879085	HVO_1669	HVO_RS12725	fibrillarin-like rRNA methylase	fib	arCOG00078
lcl|NC_013967.1_cds_WP_004043660.1_2295	0.570143818	-1.426836651	-1.27727397	-2.244836706	-1.156076946	HVO_1279	HVO_RS10850	dihydrofolate reductase	hdrA	arCOG01490
lcl|NC_013967.1_cds_WP_004043660.1_2295	0.570143818	-1.426836651	-1.27727397	-2.244836706	-1.156076946	HVO_1279	HVO_RS10850	dihydrofolate reductase	hdrA	arCOG01490
lcl|NC_013967.1_cds_WP_004044748.1_3876	-1.800948392	1.689395485	0.892094793	1.070086777	1.48746839	HVO_2919	HVO_RS18820	dihydrofolate reductase	hdrB	arCOG01490
lcl|NC_013967.1_cds_WP_004044748.1_3876	-1.800948392	1.689395485	0.892094793	1.070086777	1.48746839	HVO_2919	HVO_RS18820	dihydrofolate reductase	hdrB	arCOG01490
lcl|NC_013967.1_cds_WP_004043850.1_2112	-0.441294008	-0.574841842	-1.514204441	-1.587499463	-0.93912012	HVO_1088	HVO_RS09925	dihydropteroate synthase	folCP	arCOG02820
lcl|NC_013967.1_cds_WP_013035585.1_2505	-1.597120671	-2.625080339	-2.280051409	-2.303742774	-1.32081649	HVO_1495	HVO_RS11915	PTS sugar transporter subunit IIC	ptfB	arCOG10194
lcl|NC_013967.1_cds_WP_013035585.1_2505	-1.597120671	-2.625080339	-2.280051409	-2.303742774	-1.32081649	HVO_1495	HVO_RS11915	PTS sugar transporter subunit IIC	ptfB	arCOG10194
lcl|NC_013967.1_cds_WP_004043437.1_2508	-1.679649138	-1.70532245	-0.643561949	0.005378257	0.101586062	HVO_1498	HVO_RS11930	PTS fructose transporter subunit IIA	ptfA	arCOG10195
lcl|NC_013967.1_cds_WP_004043437.1_2508	-1.679649138	-1.70532245	-0.643561949	0.005378257	0.101586062	HVO_1498	HVO_RS11930	PTS fructose transporter subunit IIA	ptfA	arCOG10195
lcl|NC_013967.1_cds_WP_004045294.1_1255	0.118950555	0.634726318	0.511930399	-0.45535033	-0.179178927	HVO_0180	HVO_RS05580	23S rRNA methyltransferase	rlmE	arCOG00079
lcl|NC_013967.1_cds_WP_004044192.1_1783	0.577563236	-2.096668068	-2.123018817	-1.695004634	-1.178321524	HVO_0745	HVO_RS08275	cell division protein	cetZ2	arCOG02202
lcl|NC_013967.1_cds_WP_049896292.1_3182	1.06862886	1.773809162	1.255593516	1.29501951	1.043651768	HVO_2204	HVO_RS15305	cell division protein	cetZ1	arCOG02202
lcl|NC_013967.1_cds_WP_004043824.1_2137	-0.552093776	-2.163841822	-2.107646982	-1.490729828	-0.32300331	HVO_1113	HVO_RS10050	cell division protein	cetZ3	arCOG02202
lcl|NC_013966.1_cds_WP_004043403.1_499	0.188248474	1.265852587	1.469989088	0.996151838	0.590841769	HVO_A0035	HVO_RS19740	cell division protein	cetZ4	arCOG02202
lcl|NC_013967.1_cds_WP_004041897.1_2992	0.175881289	1.492011258	0.651632019	0.553269895	0.80816905	HVO_2013	HVO_RS14370	cell division protein FtsZ	cetZ5	arCOG02202
lcl|NC_013967.1_cds_WP_004041953.1_3048	0.888658463	2.732635347	1.990037247	1.649426124	1.276846009	HVO_2068	HVO_RS14640	cell division protein	cetZ6	arCOG02202
lcl|NC_013967.1_cds_WP_004044567.1_1422	0.3819983	2.854649459	1.777371718	1.473762578	1.337149716	HVO_0356	HVO_RS06420	elongation factor EF-2	tef2	arCOG01559
lcl|NC_013967.1_cds_WP_013035627.1_1539	0.902658776	3.26091395	3.520544777	3.518415491	4.000907284	HVO_0478	HVO_RS07010	glyceraldehyde-3-phosphate dehydrogenase	gap	arCOG00493
lcl|NC_013964.1_cds_WP_004041272.1_350	-0.632420304	1.960004954	1.86828448	2.099721496	1.715779283	HVO_B0266	HVO_RS01295	glutamate dehydrogenase	gdhA3	arCOG01352
lcl|NC_013964.1_cds_WP_004041272.1_350	-0.632420304	1.960004954	1.86828448	2.099721496	1.715779283	HVO_B0266	HVO_RS01295	glutamate dehydrogenase	gdhA3	arCOG01352
lcl|NC_013964.1_cds_WP_004041272.1_350	-0.632420304	1.960004954	1.86828448	2.099721496	1.715779283	HVO_B0266	HVO_RS01295	glutamate dehydrogenase	gdhA3	arCOG01352
lcl|NC_013964.1_cds_WP_004041272.1_350	-0.632420304	1.960004954	1.86828448	2.099721496	1.715779283	HVO_B0266	HVO_RS01295	glutamate dehydrogenase	gdhA3	arCOG01352
lcl|NC_013967.1_cds_WP_004042943.1_3691	0.040942155	1.020507591	0.385079438	0.335273842	0.344948456	HVO_2726	HVO_RS17870	glutamate--tRNA ligase	gltS	arCOG04302
lcl|NC_013967.1_cds_WP_004042943.1_3691	0.040942155	1.020507591	0.385079438	0.335273842	0.344948456	HVO_2726	HVO_RS17870	glutamate--tRNA ligase	gltS	arCOG04302
lcl|NC_013967.1_cds_WP_004044678.1_3820	-0.228019109	0.793246352	0.35642393	0.524007636	0.520610374	HVO_2862	HVO_RS18540	serine hydroxymethyltransferase	glyA1	arCOG00070
lcl|NC_013967.1_cds_WP_004044678.1_3820	-0.228019109	0.793246352	0.35642393	0.524007636	0.520610374	HVO_2862	HVO_RS18540	serine hydroxymethyltransferase	glyA1	arCOG00070
lcl|NC_013967.1_cds_WP_004044678.1_3820	-0.228019109	0.793246352	0.35642393	0.524007636	0.520610374	HVO_2862	HVO_RS18540	serine hydroxymethyltransferase	glyA1	arCOG00070
lcl|NC_013967.1_cds_WP_004044678.1_3820	-0.228019109	0.793246352	0.35642393	0.524007636	0.520610374	HVO_2862	HVO_RS18540	serine hydroxymethyltransferase	glyA1	arCOG00070
lcl|NC_013967.1_cds_WP_004044678.1_3820	-0.228019109	0.793246352	0.35642393	0.524007636	0.520610374	HVO_2862	HVO_RS18540	serine hydroxymethyltransferase	glyA1	arCOG00070
lcl|NC_013964.1_cds_WP_004041149.1_91	0.737101113	0.570524326	0.210755329	1.153536598	-0.175308746	HVO_B0004	HVO_RS00020	serine hydroxymethyltransferase	glyA2	arCOG00070
lcl|NC_013964.1_cds_WP_004041149.1_91	0.737101113	0.570524326	0.210755329	1.153536598	-0.175308746	HVO_B0004	HVO_RS00020	serine hydroxymethyltransferase	glyA2	arCOG00070
lcl|NC_013964.1_cds_WP_004041149.1_91	0.737101113	0.570524326	0.210755329	1.153536598	-0.175308746	HVO_B0004	HVO_RS00020	serine hydroxymethyltransferase	glyA2	arCOG00070
lcl|NC_013964.1_cds_WP_004041149.1_91	0.737101113	0.570524326	0.210755329	1.153536598	-0.175308746	HVO_B0004	HVO_RS00020	serine hydroxymethyltransferase	glyA2	arCOG00070
lcl|NC_013964.1_cds_WP_004041149.1_91	0.737101113	0.570524326	0.210755329	1.153536598	-0.175308746	HVO_B0004	HVO_RS00020	serine hydroxymethyltransferase	glyA2	arCOG00070
lcl|NC_013967.1_cds_WP_004044289.1_1692	-0.745990414	0.981200698	-0.828777712	-0.971100498	-1.296278243	HVO_0647	HVO_RS07815	GMP synthase	guaAa1	arCOG00087
lcl|NC_013967.1_cds_WP_004042733.1_3592	1.226676909	2.871255146	2.125587029	2.095133003	1.63169398	HVO_2625	HVO_RS17375	GMP synthase	guaAb	arCOG00085
lcl|NC_013967.1_cds_WP_004043665.1_2289	0.299030077	1.644709718	-0.279726648	0.24981035	-0.129694539	HVO_1273	HVO_RS10820	IMP dehydrogenase	guaB1	arCOG00612
lcl|NC_013967.1_cds_WP_004044403.1_1578	-0.198762758	-0.852971384	-0.39449216	-0.251364585	0.267563484	HVO_0522	HVO_RS07225	histone deacetylase	hda1	arCOG00324
lcl|NC_013967.1_cds_WP_004044974.1_1092	-0.348355805	-0.035426515	-0.120358764	-0.101600741	-0.280028743	HVO_0014	HVO_RS04770	DEAD/DEAH box helicase	hel308a	arCOG00553
lcl|NC_013967.1_cds_WP_013035247.1_1998	-0.505109911	-2.928976685	-1.360821022	-1.520900241	-1.77725746	HVO_0971	HVO_RS09350	DEAD/DEAH box helicase	hel308b	arCOG00553
lcl|NC_013967.1_cds_WP_004042652.1_3552	-0.095972602	-0.145351923	0.070832633	-0.415744395	-0.617355247	HVO_2583	HVO_RS17175	3-hydroxy-3-methylglutaryl-CoA reductase	hmgA	arCOG04260
lcl|NC_013967.1_cds_WP_004045186.1_1177	0.26421507	-0.622268471	-0.738962209	-0.985162273	-0.195424945	HVO_0102	HVO_RS05185	zinc metalloprotease HtpX	htpX1	arCOG01331
lcl|NC_013967.1_cds_WP_004043451.1_2495	NA	NA	NA	0.488762988	NA	HVO_1484	HVO_RS11865	transducer protein HemAT	hemAT1	arCOG02325
lcl|NC_013967.1_cds_WP_004043811.1_2149	NA	NA	0.378056444	NA	NA	HVO_1126	HVO_RS10110	transducer protein HemAT	hemAT2	arCOG02318
lcl|NC_013967.1_cds_WP_004044504.1_1481	0.327306165	-1.543431499	-1.412957772	-1.200805241	-0.382766145	HVO_0420	HVO_RS06715	transducer protein MpcT	mpcT	arCOG02318
lcl|NC_013967.1_cds_WP_004045235.1_1198	0.47675376	0.607113602	0.3272269	0.229626907	0.521946267	HVO_0123	HVO_RS05290	signal recognition particle	srp54	arCOG01228
lcl|NC_013967.1_cds_WP_004045235.1_1198	0.47675376	0.607113602	0.3272269	0.229626907	0.521946267	HVO_0123	HVO_RS05290	signal recognition particle	srp54	arCOG01228
lcl|NC_013967.1_cds_WP_004045235.1_1198	0.47675376	0.607113602	0.3272269	0.229626907	0.521946267	HVO_0123	HVO_RS05290	signal recognition particle	srp54	arCOG01228
lcl|NC_013967.1_cds_WP_004042658.1_3557	-0.380555323	2.577743145	2.281855314	2.276375805	2.290517289	HVO_2588	HVO_RS17200	isocitrate dehydrogenase (NADP(+))	icd	arCOG01164
lcl|NC_013967.1_cds_WP_004042658.1_3557	-0.380555323	2.577743145	2.281855314	2.276375805	2.290517289	HVO_2588	HVO_RS17200	isocitrate dehydrogenase (NADP(+))	icd	arCOG01164
lcl|NC_013967.1_cds_WP_004042658.1_3557	-0.380555323	2.577743145	2.281855314	2.276375805	2.290517289	HVO_2588	HVO_RS17200	isocitrate dehydrogenase (NADP(+))	icd	arCOG01164
lcl|NC_013967.1_cds_WP_013035338.1_2940	0.496467566	1.278191835	0.309725826	0.293623105	-0.349670705	HVO_1963	HVO_RS14115	translation initiation factor IF-2	tif5B	arCOG01560
lcl|NC_013967.1_cds_WP_004041443.1_2570	NA	NA	NA	NA	NA	HVO_1565	HVO_RS12215	DNA ligase	lig	arCOG01347
lcl|NC_013967.1_cds_WP_004041443.1_2570	NA	NA	NA	NA	NA	HVO_1565	HVO_RS12215	DNA ligase	lig	arCOG01347
lcl|NC_013967.1_cds_WP_004041443.1_2570	NA	NA	NA	NA	NA	HVO_1565	HVO_RS12215	DNA ligase	lig	arCOG01347
lcl|NC_013967.1_cds_WP_004041443.1_2570	NA	NA	NA	NA	NA	HVO_1565	HVO_RS12215	DNA ligase	lig	arCOG01347
lcl|NC_013967.1_cds_WP_004044909.1_3951	NA	NA	NA	NA	NA	HVO_3000	HVO_RS19220	DNA ligase (NAD(+)) LigA	ligN	arCOG04754
lcl|NC_013967.1_cds_WP_004044909.1_3951	NA	NA	NA	NA	NA	HVO_3000	HVO_RS19220	DNA ligase (NAD(+)) LigA	ligN	arCOG04754
lcl|NC_013967.1_cds_WP_004044909.1_3951	NA	NA	NA	NA	NA	HVO_3000	HVO_RS19220	DNA ligase (NAD(+)) LigA	ligN	arCOG04754
lcl|NC_013967.1_cds_WP_004044909.1_3951	NA	NA	NA	NA	NA	HVO_3000	HVO_RS19220	DNA ligase (NAD(+)) LigA	ligN	arCOG04754
lcl|NC_013967.1_cds_WP_004044825.1_3910	-0.725988297	-0.453435163	0.013762632	-0.024185269	-0.307434607	HVO_2961	HVO_RS19020	dihydrolipoamide dehydrogenase	lpdA	arCOG01068
lcl|NC_013967.1_cds_WP_004044825.1_3910	-0.725988297	-0.453435163	0.013762632	-0.024185269	-0.307434607	HVO_2961	HVO_RS19020	dihydrolipoamide dehydrogenase	lpdA	arCOG01068
lcl|NC_013967.1_cds_WP_004044825.1_3910	-0.725988297	-0.453435163	0.013762632	-0.024185269	-0.307434607	HVO_2961	HVO_RS19020	dihydrolipoamide dehydrogenase	lpdA	arCOG01068
lcl|NC_013967.1_cds_WP_004044825.1_3910	-0.725988297	-0.453435163	0.013762632	-0.024185269	-0.307434607	HVO_2961	HVO_RS19020	dihydrolipoamide dehydrogenase	lpdA	arCOG01068
lcl|NC_013967.1_cds_WP_004044825.1_3910	-0.725988297	-0.453435163	0.013762632	-0.024185269	-0.307434607	HVO_2961	HVO_RS19020	dihydrolipoamide dehydrogenase	lpdA	arCOG01068
lcl|NC_013967.1_cds_WP_004044825.1_3910	-0.725988297	-0.453435163	0.013762632	-0.024185269	-0.307434607	HVO_2961	HVO_RS19020	dihydrolipoamide dehydrogenase	lpdA	arCOG01068
lcl|NC_013967.1_cds_WP_004044825.1_3910	-0.725988297	-0.453435163	0.013762632	-0.024185269	-0.307434607	HVO_2961	HVO_RS19020	dihydrolipoamide dehydrogenase	lpdA	arCOG01068
lcl|NC_013967.1_cds_WP_004045048.1_1121	NA	1.875661687	0.864569804	2.531290559	1.602193978	HVO_0043	HVO_RS04910	acetylornithine aminotransferase	argD	arCOG00914
lcl|NC_013967.1_cds_WP_004045048.1_1121	NA	1.875661687	0.864569804	2.531290559	1.602193978	HVO_0043	HVO_RS04910	acetylornithine aminotransferase	argD	arCOG00914
lcl|NC_013967.1_cds_WP_004045045.1_1120	0.399718947	1.883893556	1.141963052	2.640938576	1.813725535	HVO_0042	HVO_RS04905	acetyl-lysine deacetylase	argE	arCOG01107
lcl|NC_013967.1_cds_WP_004045045.1_1120	0.399718947	1.883893556	1.141963052	2.640938576	1.813725535	HVO_0042	HVO_RS04905	acetyl-lysine deacetylase	argE	arCOG01107
lcl|NC_013967.1_cds_WP_004045051.1_1123	-0.695634901	1.282549795	1.128346189	1.658689296	0.779849845	HVO_0045	HVO_RS04920	N-acetyl-gamma-glutamyl-phosphate reductase	argC	arCOG00495
lcl|NC_013967.1_cds_WP_004045051.1_1123	-0.695634901	1.282549795	1.128346189	1.658689296	0.779849845	HVO_0045	HVO_RS04920	N-acetyl-gamma-glutamyl-phosphate reductase	argC	arCOG00495
lcl|NC_013967.1_cds_WP_004045050.1_1122	-0.269057304	1.778882892	1.643632312	2.558714867	1.421352594	HVO_0044	HVO_RS04915	acetylglutamate kinase	argB	arCOG00862
lcl|NC_013967.1_cds_WP_004045050.1_1122	-0.269057304	1.778882892	1.643632312	2.558714867	1.421352594	HVO_0044	HVO_RS04915	acetylglutamate kinase	argB	arCOG00862
lcl|NC_013967.1_cds_WP_004042329.1_3409	0.23509974	0.430455071	1.273437339	1.08378937	0.995603239	HVO_2436	HVO_RS16435	bifunctional malic enzyme oxidoreductase/phosphotransacetylase	maeB2	arCOG00853
lcl|NC_013967.1_cds_WP_004042974.1_3707	-0.803020436	2.699832525	1.232013842	1.123536852	-0.115659349	HVO_2742	HVO_RS17950	methionine synthase	metE1	arCOG01876
lcl|NC_013967.1_cds_WP_004042974.1_3707	-0.803020436	2.699832525	1.232013842	1.123536852	-0.115659349	HVO_2742	HVO_RS17950	methionine synthase	metE1	arCOG01876
lcl|NC_013967.1_cds_WP_004044127.1_1844	0.047802961	0.850496085	0.438182881	0.228382024	0.30769868	HVO_0809	HVO_RS08580	methionine--tRNA ligase	metS	arCOG00810
lcl|NC_013967.1_cds_WP_004044127.1_1844	0.047802961	0.850496085	0.438182881	0.228382024	0.30769868	HVO_0809	HVO_RS08580	methionine--tRNA ligase	metS	arCOG00810
